HOSTID,HOSTNAME,DOMAINNAME,FQDN,FQDNDYNAMIC,DESCRIPTION,HOSTTYPE,MANAGEDBY,CPU,MEM,SCOMOS,VIRTUALOS,MANUALOS,VERSION,ARCH,DTAP,CONTRACT,CUSTOMER,STATE,CIMAPPING,HWHOST,HWSERIAL,LOCATION,PATCHINGTOOL,BACKUPTOOL,MONITORINGTOOL,ANTIVIRUSTOOL,INSCCM,HIROAUTOMATIONENABLED,CREATIONDATE
"32147","SSISMYSSS001","apac.group.atlascopco.com","SSISMYSSS001.apac.group.atlascopco.com","","Remote office server – Patching service only","Vmachine with HW Failover","Customer","1","2048","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Disposed","1","","","Atlas Copco - Shah Alam","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","25/04/2019 14:21:31"
"32830","SSISNLAS0001","atlascopco.group","SSISNLAS0001.atlascopco.group","","Office365 Tenant 1- Metalogix 0365","Azure VM","AHS","4","32","Microsoft Windows Server 2012 R2 Datacenter","","Windows 2012 R2 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Avamar","Monitoring Exception: AZURE","MS Defender – ATP – Atos Managed","True","True","27/08/2019 13:32:50"
"32831","SSISNLAS0002","atlascopco.group","SSISNLAS0002.atlascopco.group","","Office365 Tenant 2- Metalogix 0365","Azure VM","AHS","4","32","Microsoft Windows Server 2012 R2 Datacenter","","Windows 2012 R2 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Avamar","Monitoring Exception: AZURE","MS Defender – ATP – Atos Managed","True","True","27/08/2019 13:56:03"
"32832","SSISNLAS0003","atlascopco.group","SSISNLAS0003.atlascopco.group","","Office365 Tenant 3- Metalogix 0365","Azure VM","AHS","4","32","Microsoft Windows Server 2012 R2 Datacenter","","Windows 2012 R2 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Avamar","Monitoring Exception: AZURE","MS Defender – ATP – Atos Managed","True","True","27/08/2019 14:02:42"
"32833","SSISNLAS0004","atlascopco.group","SSISNLAS0004.atlascopco.group","","Office365 Tenant 4- Metalogix 0365","Azure VM","AHS","4","32","Microsoft Windows Server 2012 R2 Datacenter","","Windows 2012 R2 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Avamar","Monitoring Exception: AZURE","MS Defender – ATP – Atos Managed","True","True","27/08/2019 14:07:53"
"32834","SSISNLAS0005","atlascopco.group","SSISNLAS0005.atlascopco.group","","Office365 Tenant 5 - Metalogix 0365","Azure VM","AHS","4","32","Microsoft Windows Server 2012 R2 Datacenter","","Windows 2012 R2 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Avamar","Monitoring Exception: AZURE","MS Defender – ATP – Atos Managed","True","True","27/08/2019 14:13:02"
"32835","SSISNLAS0006","atlascopco.group","SSISNLAS0006.atlascopco.group","","Office365 Tenant 6 - Metalogix 0365","Azure VM","AHS","4","32","Microsoft Windows Server 2012 R2 Datacenter","","Windows 2012 R2 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Avamar","Monitoring Exception: AZURE","MS Defender – ATP – Atos Managed","True","True","27/08/2019 14:17:07"
"33543","SSISNLAS0007","atlascopco.group","SSISNLAS0007.atlascopco.group","","Primary Site Server 1 (Azure WE) Main Server","Azure VM","AHS","8","32768","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Patching By Atlas Copco","Azure Backup","SCOM","MS Defender – ATP – Atlas Copco Managed","","True","11/03/2020 17:31:32"
"33545","SSISNLAS0008","atlascopco.group","SSISNLAS0008.atlascopco.group","","Primary Site Server 3 (Azure WE) MP_1","Azure VM","AHS","4","8192","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Patching By Atlas Copco","Azure Backup","SCOM","MS Defender – ATP – Atlas Copco Managed","","True","11/03/2020 17:31:33"
"33546","SSISNLAS0009","atlascopco.group","SSISNLAS0009.atlascopco.group","","Primary Site Server 4 (Azure WE) MP_2","Azure VM","AHS","4","8192","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Patching By Atlas Copco","Azure Backup","SCOM","MS Defender – ATP – Atlas Copco Managed","","True","11/03/2020 17:31:33"
"33547","SSISNLAS0010","atlascopco.group","SSISNLAS0010.atlascopco.group","","Primary Site Server 5 (Azure WE) SUP","Azure VM","AHS","4","16384","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Patching By Atlas Copco","Azure Backup","SCOM","MS Defender – ATP – Atlas Copco Managed","True","True","11/03/2020 17:50:33"
"34772","SSISNLCA0001","workgroup","SSISNLCA0001.workgroup","","NGAD Offline root CA","Azure VM","AHS","2","4096","","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","Manual","Azure Backup","Monitoring Exception: offline root CA","Antivirus Exception: offline root CA","","False","24/11/2020 14:28:15"
"33544","SSISNLDB0001","atlascopco.group","SSISNLDB0001.atlascopco.group","","Primary Site Server 2 (Azure WE) SCCM SQL","Azure VM","AHS","8","65536","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Patching By Atlas Copco","Azure Backup","SCOM","MS Defender – ATP – Atlas Copco Managed","","True","11/03/2020 17:31:33"
"23974","SSISNLDBDK0001","atlascopco.group","SSISNLDBDK0001.atlascopco.group","","NGAD MIM SQL server, Sync system for Azure services to automate access","Azure VM","AHS","2","14336","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:57:35"
"23975","SSISNLDCDK0001","atlascopco.group","SSISNLDCDK0001.atlascopco.group","","NGAD domain controller atlascopco.group","Azure VM","AHS","8","16384","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","","","Microsoft - Azure Cloud","SCCM","Backup exception: Domain Controller – No backup required","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:57:36"
"33259","SSISNLDN0001","atlascopco.group","SSISNLDN0001.atlascopco.group","","Private Link to Azure","Azure VM","AHS","0","0","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","McAfee","True","True","24/01/2020 16:15:00"
"33260","SSISNLDN0002","atlascopco.group","SSISNLDN0002.atlascopco.group","","Private Link to Azure","Azure VM","AHS","2","8192","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","CEB canopy","SCOM","McAfee","True","True","24/01/2020 16:19:59"
"33261","SSISNLDN0003","atlascopco.group","SSISNLDN0003.atlascopco.group","","Private Link to Azure","Azure VM","AHS","2","8192","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","MS Defender – ATP – Atos Managed","True","True","24/01/2020 16:24:15"
"34874","SSISNLDN0004","atlascopco.group","SSISNLDN0004.atlascopco.group","","Azure DNS","Azure VM","AHS","2","4096","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","05/12/2020 11:26:31"
"34869","SSISNLDN0005","atlascopco.group","SSISNLDN0005.atlascopco.group","","Azure DNS","Azure VM","AHS","2","4096","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","05/12/2020 11:26:31"
"32009","SSISNLIN0001","atlascopco.group","SSISNLIN0001.atlascopco.group","","InTune certificate connector","Azure VM","AHS","2","8192","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP NASA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","08/04/2019 18:06:23"
"32010","SSISNLIN0002","atlascopco.group","SSISNLIN0002.atlascopco.group","","InTune certificate connector","Azure VM","AHS","2","8192","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP NASA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","08/04/2019 18:06:24"
"34842","SSISNLISDA0001","atlascopco.group","SSISNLISDA0001.atlascopco.group","","N/A","Vmachine with HW Failover","AHS","2","4096","","","Windows 2019 Standard","SP0","x64","D","Atlas Servers with limited services EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","SCCM","Backup exception: No backup requested","Monitoring Exception: Patching Only server","MS Defender – ATP – Atos Managed","True","False","04/12/2020 13:35:00"
"31501","SSISNLISDA0002","atlascopco.group","SSISNLISDA0002.atlascopco.group","","Shared","Azure VM","AHS","2","4096","Microsoft Windows Server 2012 R2 Datacenter","","Windows 2012 R2 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","McAfee","True","True","15/12/2018 14:01:48"
"31477","SSISNLISDA0003","emea.group.atlascopco.com ","SSISNLISDA0003.emea.group.atlascopco.com ","","Shared","Azure VM","AHS","2","4096","","","Windows 2012 R2 Datacenter","SP0","x64","T","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","McAfee","True","False","15/12/2018 14:01:45"
"29777","SSISNLISDK0003","atlascopco.group","SSISNLISDK0003.atlascopco.group","","LDS Sync","Azure VM","AHS","4","16384","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","McAfee","True","True","29/06/2018 13:55:15"
"31502","SSISNLISDK0009","atlascopco.group","SSISNLISDK0009.atlascopco.group","","New Global Active Directory","Azure VM","AHS","2","7168","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","McAfee","True","True","15/12/2018 14:01:48"
"31503","SSISNLISDK0010","atlascopco.group","SSISNLISDK0010.atlascopco.group","","New Global Active Directory","Azure VM","AHS","2","8192","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Down","1","","","Microsoft - Azure Cloud","Patching Exception: deallocated in AZURE","Azure Backup","SCOM","McAfee","True","True","15/12/2018 14:01:48"
"34868","SSISNLISDK0011","atlascopco.group","SSISNLISDK0011.atlascopco.group","","New Global Active Directory","Azure VM","AHS","2","4096","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","05/12/2020 11:26:30"
"34866","SSISNLISDK0012","atlascopco.group","SSISNLISDK0012.atlascopco.group","","New Global Active Directory","Azure VM","AHS","2","4096","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","05/12/2020 11:26:30"
"34865","SSISNLISDK0013","atlascopco.group","SSISNLISDK0013.atlascopco.group","","New Global Active Directory","Vmachine with HW Failover","AHS","2","4096","","","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","05/12/2020 11:26:30"
"34864","SSISNLISDK0020","atlascopco.group","SSISNLISDK0020.atlascopco.group","","New Global Active Directory","Vmachine with HW Failover","AHS","2","4096","","","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","05/12/2020 11:26:30"
"34863","SSISNLISDK0021","atlascopco.group","SSISNLISDK0021.atlascopco.group","","New Global Active Directory","Vmachine with HW Failover","AHS","2","4096","","","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","05/12/2020 11:26:30"
"34862","SSISNLISDK0022","atlascopco.group","SSISNLISDK0022.atlascopco.group","","New Global Active Directory","Vmachine with HW Failover","AHS","2","4096","","","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","05/12/2020 11:26:30"
"34861","SSISNLISDK0023","atlascopco.group","SSISNLISDK0023.atlascopco.group","","New Global Active Directory","Vmachine with HW Failover","AHS","2","4096","","","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","05/12/2020 11:26:30"
"34860","SSISNLISPC0001","atlascopco.group","SSISNLISPC0001.atlascopco.group","","New Global Active Directory","Azure VM","AHS","2","4096","Microsoft Windows 10 Pro","","Windows 10","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","05/12/2020 11:26:30"
"34528","SSISNLVM01201","atlascopco.group","SSISNLVM01201.atlascopco.group","","ESX Host","Hardware Machine","AHS","1","128","","","ESXi 6.7",".3","x64","P","Atlas ROBO EMEA","Atlas Copco","Up","1","SSISNLVM01201_BOX","7JTBM63","Atlas Copco - Oosterhout","Patching Exception: Yes","Backup exception: Yes","Monitoring Exception: Yes","Antivirus Exception: Yes","","False","07/10/2020 06:39:01"
"31448","SSISNLWU0001","atlascopco.group","SSISNLWU0001.atlascopco.group","","SCCM Distribution Point","Azure VM","AHS","2","8192","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","MS Defender – ATP – Atos Managed","True","True","13/12/2018 16:03:53"
"23977","SSISNODC0002","emea.group.atlascopco.com","SSISNODC0002.emea.group.atlascopco.com","","oldDomain Controller & DNS EMEA region","Vmachine with HW Failover","AHS","2","12288","","","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Langhus","SCCM","CEB canopy","SCOM","McAfee","True","False","13/10/2017 08:57:37"
"31886","SSISNODC0002D","emea.group.atlascopco.com","SSISNODC0002D.emea.group.atlascopco.com","","Demoted Domain controller - To be decommissioned","Vmachine with HW Failover","AHS","2","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Langhus","Patching Exception: Being decommisionned - Tool unknown","Backup exception: Being decommisionned - Tool unknown","Monitoring Exception: Being decommisionned - Tool unknown","Antivirus Exception: Being decommisionned - Tool unknown","True","False","19/02/2019 14:24:59"
"34142","SSISNZAS0001","atlascopco.group","SSISNZAS0001.atlascopco.group","SSISNZAS0001.atlascopco.group","Backup server","Basic Vmachine","Customer","4","8192","","Microsoft Windows Server 2016 or later (64-bit)","Windows 2019 Standard","SP0","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","1","10.64.0.51","","Atlas Copco - Auckland","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","27/07/2020 07:57:33"
"32148","SSISNZAS1601","apac.group.atlascopco.com","SSISNZAS1601.apac.group.atlascopco.com","SSISNZAS1601.apac.group.atlascopco.com","Remote office server – Patching service only","Vmachine with HW Failover","Customer","2","4096","","Microsoft Windows Server 2012 (64-bit)","Windows 2012 Standard","SP0","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Disposed","1","10.64.135.131","","Atlas Copco - Auckland North","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","25/04/2019 14:21:31"
"32149","SSISNZASH01","apac.group.atlascopco.com","SSISNZASH01.apac.group.atlascopco.com","SSISNZASH01.apac.group.atlascopco.com","Remote office server – Patching service only","Vmachine with HW Failover","Customer","2","16384","","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","1","10.64.135.132","","Atlas Copco - Auckland North","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","25/04/2019 14:21:31"
"31636","SSISNZFSZF02","apac.group.atlascopco.com","SSISNZFSZF02.apac.group.atlascopco.com","SSISNZFSZF02.apac.group.atlascopco.com","Unknown Server (Patching only)","Vmachine with HW Failover","AHS","2","8192","","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","1","10.64.0.51","","Atlas Copco - Auckland","SCCM","Backup exception: Patching Only server","Monitoring Exception: Patching Only server","Antivirus Exception: Patching Only server","True","False","20/12/2018 16:10:08"
"34033","SSISNZLAS001","ATLASCOPCO.GROUP","SSISNZLAS001.ATLASCOPCO.GROUP","SSISNZLAS001.atlascopco.group","Printer server","Basic Vmachine","AHS","4","8192","","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","4","10.64.135.131","","Atlas Copco - Auckland North","SCCM","Backup exception: Atos not responsible","Monitoring Exception: Atos not responsible","Antivirus Exception: Atos not responsible","True","False","06/07/2020 11:21:37"
"32150","SSISNZSSS301","apac.group.atlascopco.com","SSISNZSSS301.apac.group.atlascopco.com","","Remote office server – Patching service only","Vmachine with HW Failover","Customer","1","4096","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Disposed","1","","","Atlas Copco - Auckland","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","25/04/2019 14:21:31"
"34010","SSISNZSSS302","ATLASCOPCO.GROUP","SSISNZSSS302.ATLASCOPCO.GROUP","SSISNZSSS302.atlascopco.group","Altiris","Basic Vmachine","AHS","4","16384","","Microsoft Windows Server 2016 or later (64-bit)","Windows 2019 Standard","SP0","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","1","10.64.0.51","","Atlas Copco - Auckland","SCCM","Backup exception: Patching Only server","Monitoring Exception: Patching Only server","Antivirus Exception: Patching Only server","True","False","30/06/2020 10:50:01"
"32151","SSISPHAS0001","apac.group.atlascopco.com","SSISPHAS0001.apac.group.atlascopco.com","SSISPHAS0001.apac.group.atlascopco.com","Remote office server – Patching service only","Vmachine with HW Failover","Customer","4","12288","","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP1","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","1","ssisphis0002.apac.group.atlascopco.com","","Atlas Copco - Laguna","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","25/04/2019 14:21:32"
"23979","SSISPHDC0001","apac.group.atlascopco.com","SSISPHDC0001.apac.group.atlascopco.com","","Domain Controller & DNS APAC region","Vmachine with HW Failover","AHS","2","8192","","","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Laguna","SCCM","Networker","SCOM","McAfee","True","False","13/10/2017 08:57:38"
"31887","SSISPHDC0001D","apac.group.atlascopco.com","SSISPHDC0001D.apac.group.atlascopco.com","","Demoted Domain controller - To be decommissioned","Vmachine with HW Failover","AHS","2","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP APAC","Atlas Copco","Disposed","1","","","Atlas Copco - Laguna","Patching Exception: Being decommisionned - Tool unknown","Backup exception: Being decommisionned - Tool unknown","Monitoring Exception: Being decommisionned - Tool unknown","Antivirus Exception: Being decommisionned - Tool unknown","True","False","19/02/2019 14:24:59"
"32152","SSISPHFS0001","apac.group.atlascopco.com","SSISPHFS0001.apac.group.atlascopco.com","SSISPHFS0001.apac.group.atlascopco.com","Remote office server – Patching service only","Vmachine with HW Failover","Customer","4","4096","","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP1","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","1","ssisphis0002.apac.group.atlascopco.com","","Atlas Copco - Laguna","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","25/04/2019 14:21:32"
"32153","SSISPHSSS001","apac.group.atlascopco.com","SSISPHSSS001.apac.group.atlascopco.com","","Remote office server – Patching service only","Vmachine with HW Failover","Customer","1","4096","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Disposed","1","","","Atlas Copco - Laguna","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","25/04/2019 14:21:32"
"34011","SSISPHSSS002","ATLASCOPCO.GROUP","SSISPHSSS002.ATLASCOPCO.GROUP","SSISPHSSS002.atlascopco.group","Altiris","Basic Vmachine","AHS","4","16384","","Microsoft Windows Server 2016 or later (64-bit)","Windows 2019 Standard","SP0","x64","P","Atlas Servers with limited services APAC","Atlas Copco","Up","1","ssisphis0002.apac.group.atlascopco.com","","Atlas Copco - Laguna","SCCM","Backup exception: Backup not in scope of Atos","Monitoring Exception: Patching only server","MS Defender – ATP – Atos Managed","True","False","30/06/2020 11:12:57"
"32719","SSISPKPAK001","emea.group.atlascopco.com","SSISPKPAK001.emea.group.atlascopco.com","","Remote office server – Patching service only","Hardware Machine","Customer","2","8192","","","Windows 2012 Standard","SP0","x64","P","Atlas Servers with limited services EMEA","Atlas Copco","Up","1","","","Atlas Copco - Lahore","SCCM","Backup exception: Limited services","Monitoring Exception: Limited services","Antivirus Exception: Limited services","True","False","10/07/2019 15:35:35"
"33442","SSISPLAS01301","atlascopco.group","SSISPLAS01301.atlascopco.group","SSISPLAS01301.atlascopco.group","Application Server","Vmachine with HW Failover","AHS","4","4096","","","Windows 2019 Standard","SP0","x64","P","Atlas Servers with limited services EMEA","Atlas Copco","Disposed","2","polsplesx0040.emea.group.atlascopco.com","","Atlas Copco - Warsaw","SCCM","Backup exception: Atos not Responsible","Monitoring Exception: Atos not Responsible","MS Defender – ATP – Atos Managed","True","False","14/02/2020 17:40:07"
"23980","SSISPLDC02","emea.group.atlascopco.com","SSISPLDC02.emea.group.atlascopco.com","","Domain Controller & DNS EMEA region","Vmachine with HW Failover","AHS","2","4096","","","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Gromadka","SCCM","Backup exception: No backup required - domain controller","SCOM","McAfee","True","False","13/10/2017 08:57:38"
"31869","SSISPLDC02D","emea.group.atlascopco.com","SSISPLDC02D.emea.group.atlascopco.com","","Demoted Domain controller - To be decommissioned","Vmachine with HW Failover","AHS","2","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Gromadka","Patching Exception: Being decommisionned - Tool unknown","Backup exception: Being decommisionned - Tool unknown","Monitoring Exception: Being decommisionned - Tool unknown","Antivirus Exception: Being decommisionned - Tool unknown","True","False","19/02/2019 14:24:56"
"23981","SSISPLDC03","emea.group.atlascopco.com","SSISPLDC03.emea.group.atlascopco.com","SSISPLDC03.emea.group.atlascopco.com","Domain Controller & DNS EMEA region","Vmachine with HW Failover","AHS","4","12288","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","polsplesx0040.emea.group.atlascopco.com","","Atlas Copco - Warsaw","SCCM","Backup exception: No backup required - domain controller","SCOM","McAfee","True","True","13/10/2017 08:57:39"
"31865","SSISPLDC03D","emea.group.atlascopco.com","SSISPLDC03D.emea.group.atlascopco.com","","Demoted Domain controller - To be decommissioned","Vmachine with HW Failover","AHS","2","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Warsaw","Patching Exception: Being decommisionned - Tool unknown","Backup exception: Being decommisionned - Tool unknown","Monitoring Exception: Being decommisionned - Tool unknown","Antivirus Exception: Being decommisionned - Tool unknown","True","False","19/02/2019 14:24:56"
"29599","SSISPLIS0006","emea.group.atlascopco.com","SSISPLIS0006.emea.group.atlascopco.com","","TS Licensing  SEP","Vmachine with HW Failover","AHS","1","4096","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas Servers with limited services EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Warsaw","SCCM","Backup exception: Atos not responsible","Monitoring Exception: Atos not responsible","Symantec Endpoint Protection (SEP)","True","False","08/06/2018 08:16:24"
"33443","SSISPLIS01301","atlascopco.group","SSISPLIS01301.atlascopco.group","SSISPLIS01301.atlascopco.group","Altiris Server","Vmachine with HW Failover","AHS","2","8192","","Microsoft Windows Server 2016 or later (64-bit)","Windows 2019 Standard","SP0","x64","P","Atlas Servers with limited services EMEA","Atlas Copco","Up","2","polsplesx0050.emea.group.atlascopco.com","","Atlas Copco - Warsaw","SCCM","Backup exception: Atos not Responsible","Monitoring Exception: Atos not Responsible","MS Defender – ATP – Atos Managed","True","False","14/02/2020 17:40:07"
